Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)
P29978	Y1448_NOSS1	reviewed	Uncharacterized protein alr1448	alr1448	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	384	nitrogen fixation [GO:0009399]
A4VRH8	Y3956_PSEU5	reviewed	UPF0301 protein PST_3956	PST_3956	Pseudomonas stutzeri (strain A1501)	189	
A4VHH5	Y721_PSEU5	reviewed	UPF0229 protein PST_0721	PST_0721	Pseudomonas stutzeri (strain A1501)	423	
P55695	Y4XD_SINFN	reviewed	UPF0460 protein y4xD	NGR_a00860 y4xD	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	162	nitrogen fixation [GO:0009399]
A4VQV0	URE2_PSEU5	reviewed	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)	ureB PST_3728	Pseudomonas stutzeri (strain A1501)	101	urea catabolic process [GO:0043419]
A4VQH8	Y3601_PSEU5	reviewed	Putative NADH dehydrogenase/NAD(P)H nitroreductase PST_3601 (EC 1.-.-.-)	PST_3601	Pseudomonas stutzeri (strain A1501)	196	
A4VMT4	Y2635_PSEU5	reviewed	UPF0434 protein PST_2635	PST_2635	Pseudomonas stutzeri (strain A1501)	61	
O68954	VNFD_AZOSA	reviewed	Nitrogenase vanadium-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase 2 subunit alpha) (Nitrogenase component I) (Fragment)	vnfD	Azotobacter salinestris	279	nitrogen fixation [GO:0009399]
A4VHV6	TYPH_PSEU5	reviewed	Putative thymidine phosphorylase (EC 2.4.2.4) (TdRPase)	PST_0860	Pseudomonas stutzeri (strain A1501)	526	pyrimidine nucleobase metabolic process [GO:0006206]; pyrimidine nucleoside metabolic process [GO:0006213]
A4VNB9	Y2825_PSEU5	reviewed	UPF0761 membrane protein PST_2825	PST_2825	Pseudomonas stutzeri (strain A1501)	410	
A4VJG5	MINC_PSEU5	reviewed	Probable septum site-determining protein MinC	minC PST_1425	Pseudomonas stutzeri (strain A1501)	241	cell morphogenesis [GO:0000902]; division septum assembly [GO:0000917]; regulation of cell division [GO:0051302]; regulation of cell septum assembly [GO:1901891]
P37030	NIFS_BRADU	reviewed	Cysteine desulfurase (EC 2.8.1.7) (Nitrogenase metalloclusters biosynthesis protein NifS)	nifS blr1756	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	393	cellular amino acid metabolic process [GO:0006520]; nitrogen fixation [GO:0009399]
O07356	NIFN_RIPO1	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN	nifN PCC8801_1789	Rippkaea orientalis (strain PCC 8801) (Cyanothece sp. (strain PCC 8801))	461	nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]
Q47884	NIFV_FRAAL	reviewed	Homocitrate synthase (EC 2.3.3.14)	nifV	Frankia alni	351	carboxylic acid metabolic process [GO:0019752]; nitrogen fixation [GO:0009399]
P56269	NIFA_AZOCH	reviewed	Nif-specific regulatory protein (Fragment)	nifA	Azotobacter chroococcum mcd 1	129	nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]
P55673	NIFE_SINFN	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE	nifE NGR_a01100 y4vN	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	496	nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]
P0CW56	NIFH_METMI	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH	Methanococcus maripaludis (Methanococcus deltae)	275	nitrogen fixation [GO:0009399]
Q00239	NIFD_LEPBY	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifD	Leptolyngbya boryana (Plectonema boryanum)	494	nitrogen fixation [GO:0009399]
O07641	NIFH_CROS5	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH cce_0559	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	327	nitrogen fixation [GO:0009399]
P09554	NIFH5_CLOPA	reviewed	Nitrogenase iron protein 5 (EC 1.18.6.1) (Nitrogenase Fe protein 5) (Nitrogenase component II) (Nitrogenase reductase)	nifH5	Clostridium pasteurianum	273	nitrogen fixation [GO:0009399]
P26249	NIFH_ENTAG	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase) (Fragment)	nifH	Enterobacter agglomerans (Erwinia herbicola) (Pantoea agglomerans)	36	nitrogen fixation [GO:0009399]
P08925	NIFH_FRAAL	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH	Frankia alni	287	nitrogen fixation [GO:0009399]
Q2FUB7	NIFH_METHJ	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Mhun_0793	Methanospirillum hungatei JF-1 (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1)	280	nitrogen fixation [GO:0009399]
A4VNX5	NDK_PSEU5	reviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk PST_3035	Pseudomonas stutzeri (strain A1501)	143	CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]
P0A2D9	NTRB_SALTY	reviewed	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (EC 3.1.3.-) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II) (NRII)	glnL ntrB STM4006	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	349	nitrogen fixation [GO:0009399]; regulation of transcription, DNA-templated [GO:0006355]
Q04850	NTRY_AZOC5	reviewed	Nitrogen regulation protein NtrY (EC 2.7.13.3)	ntrY AZC_3084	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)	771	nitrogen fixation [GO:0009399]; regulation of transcription, DNA-templated [GO:0006355]
A4VL90	PQQB_PSEU5	reviewed	Coenzyme PQQ synthesis protein B (Pyrroloquinoline quinone biosynthesis protein B)	pqqB PST_2073	Pseudomonas stutzeri (strain A1501)	303	pyrroloquinoline quinone biosynthetic process [GO:0018189]
A4VG81	GSH1_PSEU5	reviewed	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	gshA PST_0276	Pseudomonas stutzeri (strain A1501)	525	glutathione biosynthetic process [GO:0006750]
P09187	LGB1_MEDSA	reviewed	Leghemoglobin-1 (Leghemoglobin I)		Medicago sativa (Alfalfa)	147	
A4VIE0	MURA_PSEU5	reviewed	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA PST_1044	Pseudomonas stutzeri (strain A1501)	421	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]
A4VJS3	PYRH_PSEU5	reviewed	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH PST_1539	Pseudomonas stutzeri (strain A1501)	247	'de novo' CTP biosynthetic process [GO:0044210]
A4VHM0	RL1_PSEU5	reviewed	50S ribosomal protein L1	rplA PST_0774	Pseudomonas stutzeri (strain A1501)	231	regulation of translation [GO:0006417]; translation [GO:0006412]
P46039	NIFW_FRAAL	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW	Frankia alni	132	nitrogen fixation [GO:0009399]
P19067	NIFK_SINFN	reviewed	Nitrogenase molybdenum-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifK1 NGR_a01110 y4vM; nifK2 NGR_a00870 y4xC	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	513	nitrogen fixation [GO:0009399]
P46038	NIFX_FRAAL	reviewed	Protein NifX	nifX	Frankia alni	143	nitrogen fixation [GO:0009399]
P03027	NIFA_KLEPN	reviewed	Nif-specific regulatory protein	nifA	Klebsiella pneumoniae	524	nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]
P54929	NIFA_AZOLI	reviewed	Nif-specific regulatory protein	nifA	Azospirillum lipoferum	624	nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]
P55675	NIFX_SINFN	reviewed	Protein NifX	nifX NGR_a01080 y4vP	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	160	nitrogen fixation [GO:0009399]
A0L6X0	NIFH_MAGMM	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Mmc1_1202	Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1)	296	nitrogen fixation [GO:0009399]
P51602	NIFH1_METIV	reviewed	Nitrogenase iron protein 1 (EC 1.18.6.1) (Nitrogenase Fe protein 1) (Nitrogenase component II) (Nitrogenase reductase)	nifH1	Methanobacterium ivanovii	275	nitrogen fixation [GO:0009399]
B0UAK2	NIFH_METS4	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH M446_3534	Methylobacterium sp. (strain 4-46)	299	nitrogen fixation [GO:0009399]
P45670	NTRB_AZOBR	reviewed	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (EC 3.1.3.-) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II) (NRII)		Azospirillum brasilense	400	nitrogen fixation [GO:0009399]; regulation of transcription, DNA-templated [GO:0006355]
Q57118	NIFK_FRAAL	reviewed	Nitrogenase molybdenum-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifK	Frankia alni	528	nitrogen fixation [GO:0009399]
P0A3Z0	NIFM_KLEOX	reviewed	Putative peptidyl-prolyl cis-trans isomerase NifM (PPIase NifM) (EC 5.2.1.8) (Rotamase NifM)	nifM	Klebsiella oxytoca	266	nitrogen fixation [GO:0009399]
Q44149	NIFW_NOSS1	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW all1433	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	105	nitrogen fixation [GO:0009399]
Q13N12	NIFW_PARXL	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW Bxeno_B1559 Bxe_B1437	Paraburkholderia xenovorans (strain LB400)	112	nitrogen fixation [GO:0009399]
Q2RS27	NIFW_RHORT	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW Rru_A2268	Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1)	120	nitrogen fixation [GO:0009399]
O87627	NIFN_HERSE	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN	nifN	Herbaspirillum seropedicae	443	nitrogen fixation [GO:0009399]
Q98AP4	NIFE_RHILO	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE	nifE mlr5908	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	496	nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]
P46044	NIFB_FRAAL	reviewed	FeMo cofactor biosynthesis protein NifB (EC 4.-.-.-) (Nitrogenase cofactor maturase NifB) (Radical SAM assemblase NifB)	nifB	Frankia alni	510	nitrogen fixation [GO:0009399]
P17436	NIFZ_RHOCA	reviewed	Probable NifZ protein (Fragment)	nifZ	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	78	nitrogen fixation [GO:0009399]
P12623	NIFS_NOSS1	reviewed	Cysteine desulfurase (EC 2.8.1.7) (Nitrogenase metalloclusters biosynthesis protein NifS)	nifS all1457	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	400	cellular amino acid metabolic process [GO:0006520]; nitrogen fixation [GO:0009399]
Q98AT3	NIFW_RHILO	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW mll5864	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	127	nitrogen fixation [GO:0009399]
Q44145	NIFN_NOSS1	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN	nifN all1437	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	444	nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]
P19055	NIFE_RHOCA	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE	nifE	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	477	nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]
O87628	NIFX_HERSE	reviewed	Protein NifX	nifX	Herbaspirillum seropedicae	146	nitrogen fixation [GO:0009399]
P59834	NIFW_KLEOX	reviewed	Nitrogenase-stabilizing/protective protein NifW (Fragment)	nifW	Klebsiella oxytoca	51	nitrogen fixation [GO:0009399]
Q2J1G7	NIFW_RHOP2	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW RPB_0983	Rhodopseudomonas palustris (strain HaA2)	123	nitrogen fixation [GO:0009399]
P25767	NIFH1_METTL	reviewed	Nitrogenase iron protein 1 (EC 1.18.6.1) (Nitrogenase Fe protein 1) (Nitrogenase component II) (Nitrogenase reductase)	nifH1	Methanothermococcus thermolithotrophicus (Methanococcus thermolithotrophicus)	284	nitrogen fixation [GO:0009399]
P24427	NIFB_RHILT	reviewed	FeMo cofactor biosynthesis protein NifB (EC 4.-.-.-) (Nitrogenase cofactor maturase NifB) (Radical SAM assemblase NifB)	nifB	Rhizobium leguminosarum bv. trifolii	490	nitrogen fixation [GO:0009399]
Q44482	NIFS2_TRIV2	reviewed	Cysteine desulfurase 2 (EC 2.8.1.7) (Nitrogenase metalloclusters biosynthesis protein nifS2)	nifS2 Ava_4245	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	398	cellular amino acid metabolic process [GO:0006520]; nitrogen fixation [GO:0009399]
A4VRA1	NHAP2_PSEU5	reviewed	K(+)/H(+) antiporter NhaP2 (Potassium/proton antiporter NhaP2)	nhaP2 cvrA PST_3879	Pseudomonas stutzeri (strain A1501)	581	cell volume homeostasis [GO:0006884]
P52965	NIFJ_SYNY3	reviewed	Putative pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	nifJ sll0741	Synechocystis sp. (strain PCC 6803 / Kazusa)	1199	electron transport chain [GO:0022900]; nitrogen fixation [GO:0009399]; response to oxidative stress [GO:0006979]
P45671	NTRC_AZOBR	reviewed	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)) (Nitrogen regulator I) (NRI)	ntrC	Azospirillum brasilense	481	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]; regulation of transcription, DNA-templated [GO:0006355]
A4VJT9	PYRG_PSEU5	reviewed	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG PST_1555	Pseudomonas stutzeri (strain A1501)	543	'de novo' CTP biosynthetic process [GO:0044210]; glutamine metabolic process [GO:0006541]
A4VHN7	RL16_PSEU5	reviewed	50S ribosomal protein L16	rplP PST_0791	Pseudomonas stutzeri (strain A1501)	137	translation [GO:0006412]
A4VRW2	HIS7_PSEU5	reviewed	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	hisB PST_4090	Pseudomonas stutzeri (strain A1501)	197	histidine biosynthetic process [GO:0000105]
A4VMR6	KTHY_PSEU5	reviewed	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk PST_2617	Pseudomonas stutzeri (strain A1501)	210	dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]
Q6N103	NIFW_RHOPA	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW RPA4606	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	116	nitrogen fixation [GO:0009399]
P23145	NIFP_AZOCH	reviewed	Probable serine acetyltransferase (SAT) (EC 2.3.1.30)	nifP	Azotobacter chroococcum mcd 1	269	cysteine biosynthetic process from serine [GO:0006535]; nitrogen fixation [GO:0009399]
P0A3U3	NIFZ_KLEOX	reviewed	Protein NifZ	nifZ	Klebsiella oxytoca	148	nitrogen fixation [GO:0009399]
B7KG67	NIFW_GLOC7	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW PCC7424_2111	Gloeothece citriformis (strain PCC 7424) (Cyanothece sp. (strain PCC 7424))	107	nitrogen fixation [GO:0009399]
P58637	NIFV2_NOSS1	reviewed	Homocitrate synthase 2 (EC 2.3.3.14)	nifV2 alr2968	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	376	carboxylic acid metabolic process [GO:0019752]; nitrogen fixation [GO:0009399]
Q02452	NIFD_FRAAL	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifD	Frankia alni	473	nitrogen fixation [GO:0009399]
Q6D2Y8	NIFH_PECAS	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH ECA2956	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	293	nitrogen fixation [GO:0009399]
P10390	NIFB_KLEPN	reviewed	FeMo cofactor biosynthesis protein NifB (EC 4.-.-.-) (Nitrogenase cofactor maturase NifB) (Radical SAM assemblase NifB)	nifB	Klebsiella pneumoniae	468	nitrogen fixation [GO:0009399]
B3QQ12	NIFH_CHLP8	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Cpar_1619	Chlorobaculum parvum (strain DSM 263 / NCIMB 8327) (Chlorobium vibrioforme subsp. thiosulfatophilum)	274	nitrogen fixation [GO:0009399]
P93849	LGB3_VICFA	reviewed	Leghemoglobin 49 (VfLb49)		Vicia faba (Broad bean) (Faba vulgaris)	146	
A4VPN6	PNP_PSEU5	reviewed	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp PST_3306	Pseudomonas stutzeri (strain A1501)	701	mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]
A4VHT4	RISB_PSEU5	reviewed	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	ribH PST_0838	Pseudomonas stutzeri (strain A1501)	158	riboflavin biosynthetic process [GO:0009231]
A4VIT8	RL19_PSEU5	reviewed	50S ribosomal protein L19	rplS PST_1194	Pseudomonas stutzeri (strain A1501)	116	translation [GO:0006412]
Q3IXC6	RNFA_RHOS4	reviewed	Ion-translocating oxidoreductase complex subunit A (EC 7.-.-.-) (Rnf electron transport complex subunit A)	rnfA RHOS4_32400 RSP_3192	Rhodobacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Cereibacter sphaeroides)	193	electron transport chain [GO:0022900]; nitrogen fixation [GO:0009399]
P17263	RP54_RHIME	reviewed	RNA polymerase sigma-54 factor	rpoN ntrA R00381 SMc01139	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	514	DNA-templated transcription, initiation [GO:0006352]; nitrogen fixation [GO:0009399]
A4VHM3	RPOB_PSEU5	reviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB PST_0777	Pseudomonas stutzeri (strain A1501)	1356	transcription, DNA-templated [GO:0006351]
A4VQX9	THIE_PSEU5	reviewed	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	thiE PST_3757	Pseudomonas stutzeri (strain A1501)	213	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
A4VLM0	UPPP1_PSEU5	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 PST_2210	Pseudomonas stutzeri (strain A1501)	276	cell wall organization [GO:0071555]; dephosphorylation [GO:0016311]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]
A4VPN7	RS15_PSEU5	reviewed	30S ribosomal protein S15	rpsO PST_3307	Pseudomonas stutzeri (strain A1501)	89	translation [GO:0006412]
A4VIX8	PDXJ_PSEU5	reviewed	Pyridoxine 5'-phosphate synthase (PNP synthase) (EC 2.6.99.2)	pdxJ PST_1234	Pseudomonas stutzeri (strain A1501)	248	pyridoxine biosynthetic process [GO:0008615]
A4VL73	SYC_PSEU5	reviewed	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS PST_2053	Pseudomonas stutzeri (strain A1501)	461	cysteinyl-tRNA aminoacylation [GO:0006423]
P55676	Y4VQ_SINFN	reviewed	UPF0460 protein y4vQ	NGR_a01070 y4vQ	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	162	nitrogen fixation [GO:0009399]
A4VKM9	ZIPA_PSEU5	reviewed	Cell division protein ZipA	zipA PST_1856	Pseudomonas stutzeri (strain A1501)	273	cell septum assembly [GO:0090529]; FtsZ-dependent cytokinesis [GO:0043093]
A4VJG3	MINE_PSEU5	reviewed	Cell division topological specificity factor	minE PST_1423	Pseudomonas stutzeri (strain A1501)	85	cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of division septum assembly [GO:0032955]
A4VGN3	UBIA_PSEU5	reviewed	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.39) (4-HB polyprenyltransferase)	ubiA PST_0428	Pseudomonas stutzeri (strain A1501)	297	ubiquinone biosynthetic process [GO:0006744]
Q2RNI6	RCOM_RHORT	reviewed	CO-responsive transcriptional regulator RcoM	rcoM Rru_A3515	Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1)	236	nitrogen fixation [GO:0009399]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of nitrogen utilization [GO:0006808]
A4VHM5	RS12_PSEU5	reviewed	30S ribosomal protein S12	rpsL PST_0779	Pseudomonas stutzeri (strain A1501)	123	translation [GO:0006412]
A4VL77	TIG_PSEU5	reviewed	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	tig PST_2060	Pseudomonas stutzeri (strain A1501)	436	cell cycle [GO:0007049]; cell division [GO:0051301]; protein folding [GO:0006457]; protein transport [GO:0015031]
P25015	YNIX_RHOCA	reviewed	UPF0460 protein in nifX 3'region (ORF4)		Rhodobacter capsulatus (Rhodopseudomonas capsulata)	156	nitrogen fixation [GO:0009399]
